time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
15.555,0.4224,0.4289,0.0065,0.002,50.0
15.605,0.4224,0.4289,0.0065,0.002,58.43048095703125
15.655,0.4224,0.4289,0.0065,0.002,78.03802490234375
15.705,0.4224,0.4289,0.0065,0.0,85.4888916015625
15.755,0.4223,0.4289,0.0066,0.0,65.48919677734375
15.805,0.4222,0.4289,0.0067,0.0,50.0
15.855,0.4222,0.4289,0.0067,0.0,50.0
15.905,0.4222,0.4289,0.0067,0.0,58.038330078125
15.955,0.4222,0.4289,0.0067,0.0,67.449951171875
16.005,0.4221,0.4289,0.0068,0.0,56.86187744140625
16.057,0.422,0.4289,0.0069,0.0,50.0
16.106,0.4219,0.4289,0.007,-0.0019,50.0
16.156,0.4218,0.4289,0.0071,-0.002,50.0
16.206,0.4218,0.4289,0.0071,-0.0019,50.0
16.256,0.4217,0.4289,0.0072,-0.0019,50.0
16.306,0.4216,0.4289,0.0073,-0.002,50.0
16.356,0.4215,0.4289,0.0074,-0.002,50.0
16.406,0.4213,0.4289,0.0076,-0.002,50.0
16.456,0.4212,0.4289,0.0077,-0.002,50.0
16.506,0.4209,0.4289,0.008,-0.002,50.0
16.556,0.4209,0.4289,0.008,-0.002,50.0
16.606,0.4209,0.4289,0.008,-0.002,50.0
16.656,0.4205,0.4289,0.0084,-0.002,50.0
16.706,0.4205,0.4289,0.0084,-0.002,50.0
16.756,0.4205,0.4289,0.0084,-0.002,50.0
16.806,0.4205,0.4289,0.0084,0.0,50.0
16.856,0.4205,0.4289,0.0084,0.0,50.0
16.906,0.4205,0.4289,0.0084,0.0,50.0
16.956,0.4205,0.4289,0.0084,0.0,50.0
17.006,0.4205,0.4289,0.0084,0.0,37.25433349609375
17.056,0.4205,0.4289,0.0084,0.0,35.68572998046875
17.106,0.4206,0.4289,0.0083,0.0,43.9208984375
17.156,0.4211,0.4289,0.0078,0.0,50.0
17.206,0.4212,0.4289,0.0077,0.0,50.0
17.256,0.4216,0.4289,0.0073,0.0,22.7447509765625
17.306,0.422,0.4289,0.0069,0.002,13.72528076171875
17.356,0.4221,0.4289,0.0068,0.002,30.5877685546875
17.406,0.4224,0.4289,0.0065,0.002,44.31304931640625
17.456,0.4224,0.4289,0.0065,0.002,44.7052001953125
17.506,0.4229,0.4289,0.006,0.006,40.78369140625
17.556,0.4234,0.4289,0.0055,0.008,39.60723876953125
17.606,0.4237,0.4289,0.0052,0.006,39.60723876953125
17.656,0.4238,0.4289,0.0051,0.006,17.64678955078125
17.706,0.4249,0.4289,0.004,0.006,10.1959228515625
17.756,0.4252,0.4289,0.0037,0.006,50.0
17.806,0.4257,0.4289,0.0032,0.006,50.0
17.856,0.4263,0.4289,0.0026,0.01,50.0
17.906,0.4265,0.4289,0.0024,0.01,50.0
17.956,0.4277,0.4289,0.0012,0.01,50.0
18.006,0.4284,0.4289,0.0005,0.01,50.0
18.058,0.4289,0.4289,0.0,0.01,50.0
18.107,0.4301,0.4289,-0.0012,0.012,66.27349853515625
18.157,0.4305,0.4289,-0.0016,0.01,82.74383544921875
18.207,0.4305,0.4289,-0.0016,0.01,62.35198974609375
18.257,0.432,0.4289,-0.0031,0.012,50.0
18.307,0.4327,0.4289,-0.0038,0.014,56.07757568359375
18.357,0.4334,0.4289,-0.0045,0.014,50.0
18.407,0.4341,0.4289,-0.0052,0.014,50.0
18.457,0.4344,0.4289,-0.0055,0.014,50.0
18.507,0.4347,0.4289,-0.0058,0.014,50.0
18.557,0.4355,0.4289,-0.0066,0.014,50.0
18.607,0.4359,0.4289,-0.007,0.014,50.0
18.657,0.4363,0.4289,-0.0074,0.014,50.0
18.707,0.4369,0.4289,-0.008,0.012,50.0
18.757,0.4371,0.4289,-0.0082,0.008,50.0
18.807,0.4371,0.4289,-0.0082,0.008,50.0
18.857,0.4371,0.4289,-0.0082,0.006,50.0
18.907,0.4371,0.4289,-0.0082,0.006,50.0
18.957,0.4371,0.4289,-0.0082,0.004,50.0
19.007,0.4371,0.4289,-0.0082,0.0,50.0
19.057,0.4371,0.4289,-0.0082,0.0,50.0
19.107,0.4369,0.4289,-0.008,0.0,50.0
19.157,0.4367,0.4289,-0.0078,0.0,50.0
19.207,0.4362,0.4289,-0.0073,0.0,50.0
19.257,0.4362,0.4289,-0.0073,0.0,50.0
19.307,0.4355,0.4289,-0.0066,0.0,50.0
19.357,0.4353,0.4289,-0.0064,-0.004,50.0
19.407,0.435,0.4289,-0.0061,-0.004,50.0
19.457,0.4343,0.4289,-0.0054,-0.004,50.0
19.507,0.4339,0.4289,-0.005,-0.006,50.0
19.557,0.4328,0.4289,-0.0039,-0.008,50.0
19.607,0.4315,0.4289,-0.0026,-0.01,50.0
19.657,0.4306,0.4289,-0.0017,-0.014,50.0
19.707,0.4305,0.4289,-0.0016,-0.014,50.0
19.757,0.4297,0.4289,-0.0008,-0.014,50.0
19.807,0.4294,0.4289,-0.0005,-0.014,50.0
19.857,0.4283,0.4289,0.0006,-0.016,50.0
19.907,0.4275,0.4289,0.0014,-0.016,50.0
19.957,0.4269,0.4289,0.002,-0.016,50.0
20.007,0.4268,0.4289,0.0021,-0.016,50.0
20.059,0.4261,0.4289,0.0028,-0.0135,50.0
20.108,0.4259,0.4289,0.003,-0.012,50.0
20.158,0.4259,0.4289,0.003,-0.012,50.0
20.208,0.4259,0.4289,0.003,-0.006,50.0
20.258,0.4259,0.4289,0.003,-0.0041,41.17584228515625
20.308,0.4259,0.4289,0.003,-0.002,41.5679931640625
20.358,0.4259,0.4289,0.003,0.0,50.0
20.408,0.4259,0.4289,0.003,0.0,29.803466796875
20.458,0.4259,0.4289,0.003,0.0,19.6075439453125
20.508,0.4259,0.4289,0.003,0.0,0.7843017578125
20.558,0.4259,0.4289,0.003,0.0,30.19561767578125
20.608,0.4259,0.4289,0.003,0.0,50.0
20.658,0.426,0.4289,0.0029,0.0,50.0
20.708,0.4267,0.4289,0.0022,0.0,50.0
20.758,0.4271,0.4289,0.0018,0.0,50.0
20.808,0.4278,0.4289,0.0011,0.0,50.0
20.858,0.4284,0.4289,0.0005,0.002,50.0
20.908,0.4286,0.4289,0.0003,0.004,50.0
20.958,0.4297,0.4289,-0.0008,0.008,50.0
21.008,0.4302,0.4289,-0.0013,0.01,50.0
21.058,0.4303,0.4289,-0.0014,0.01,50.0
21.108,0.4315,0.4289,-0.0026,0.012,50.0
21.158,0.4321,0.4289,-0.0032,0.012,50.0
21.208,0.433,0.4289,-0.0041,0.012,50.0
21.258,0.4343,0.4289,-0.0054,0.012,50.0
21.308,0.4344,0.4289,-0.0055,0.012,50.0
21.358,0.4352,0.4289,-0.0063,0.016,50.0
21.408,0.4357,0.4289,-0.0068,0.012,50.0
21.458,0.4366,0.4289,-0.0077,0.016,67.84210205078125
21.508,0.4369,0.4289,-0.008,0.016,73.33221435546875
21.558,0.4383,0.4289,-0.0094,0.016,50.0
21.608,0.4383,0.4289,-0.0094,0.016,50.0
21.658,0.4387,0.4289,-0.0098,0.01,50.0
21.708,0.439,0.4289,-0.0101,0.008,50.0
21.758,0.4391,0.4289,-0.0102,0.008,50.0
21.808,0.4393,0.4289,-0.0104,0.006,50.0
21.858,0.4393,0.4289,-0.0104,0.006,50.0
21.908,0.4393,0.4289,-0.0104,0.004,50.0
21.958,0.4393,0.4289,-0.0104,0.002,74.90081787109375
22.008,0.4393,0.4289,-0.0104,0.0,64.312744140625
22.06,0.4393,0.4289,-0.0104,0.0,50.0
22.109,0.4393,0.4289,-0.0104,0.0,50.0
22.159,0.4393,0.4289,-0.0104,0.0,50.0
22.209,0.439,0.4289,-0.0101,0.0,50.0
22.259,0.4385,0.4289,-0.0096,0.0,50.0
22.309,0.4384,0.4289,-0.0095,0.0,50.0
22.359,0.4381,0.4289,-0.0092,0.0,50.0
22.409,0.4368,0.4289,-0.0079,-0.002,50.0
